"Year","Strata","Report_Group","grpID","Mean","SD","95CIL","95CIU"
2012,4,"White UC",3,0,0.00087,0,0.002
2012,4,"Teslin UC",6,0,0.00107,0,0.002
2012,4,"Fall US",15,0.003,0.0053,0,0.019
2012,4,"Mainstem+Upper CA",16,0.001,0.00262,0,0.009
2012,4,"Border US+Canada",17,0.003,0.00497,0,0.017
2012,4,"Total USA",18,0.999,0.00291,0.99,1
2012,4,"Total Canada",19,0.001,0.00293,0,0.01
2012,5,"Total Summer",2,0.951,0.02501,0.895,0.991
2012,5,"Lower Summer",4,0.597,0.06775,0.466,0.73
2012,5,"Middle Summer",5,0.354,0.07266,0.213,0.493
2012,5,"UppKoy+Main",7,0.327,0.07847,0.171,0.478
2012,5,"Tanana Summer",8,0.026,0.02898,0,0.095
2012,5,"Total Fall",9,0.049,0.02501,0.008,0.104
2012,5,"Tanana Fall",10,0.01,0.01263,0,0.044
2012,5,"Border US",11,0.022,0.02277,0,0.104
2012,5,"Border CA",12,0.017,0.01675,0,0.056
2012,5,"Porcupine CA",13,0.003,0.008,0,0.03
2012,5,"Mainstem CA",14,0.014,0.01593,0,0.053
2012,5,"Upper Canada",1,0.001,0.00156,0,0.005
2012,5,"White UC",3,0,0.00103,0,0.003
2012,5,"Teslin UC",6,0,0.00118,0,0.002
2012,5,"Fall US",15,0.032,0.02664,0,0.094
2012,5,"Mainstem+Upper CA",16,0.015,0.01597,0,0.053
2012,5,"Border US+Canada",17,0.039,0.02101,0.006,0.087
2012,5,"Total USA",18,0.983,0.01681,0.943,1
2012,5,"Total Canada",19,0.017,0.01683,0,0.057
2012,6,"Total Summer",2,0.732,0.03953,0.653,0.807
2012,6,"Lower Summer",4,0.361,0.05538,0.257,0.476
2012,6,"Middle Summer",5,0.371,0.0655,0.242,0.497
2012,6,"UppKoy+Main",7,0.222,0.06689,0.094,0.356
2012,6,"Tanana Summer",8,0.149,0.03434,0.084,0.22
2012,6,"Total Fall",9,0.268,0.03953,0.193,0.347
2012,6,"Tanana Fall",10,0.025,0.02548,0,0.084
2012,6,"Border US",11,0.221,0.04043,0.142,0.301
2012,6,"Border CA",12,0.012,0.01732,0,0.06
2012,6,"Porcupine CA",13,0.002,0.0081,0,0.029
2012,6,"Mainstem CA",14,0.01,0.01592,0,0.054
2012,6,"Upper Canada",1,0.01,0.00706,0.001,0.028
2012,6,"White UC",3,0.01,0.00688,0.001,0.027
2012,6,"Teslin UC",6,0,0.00162,0,0.003
2012,6,"Fall US",15,0.246,0.04175,0.166,0.329
2012,6,"Mainstem+Upper CA",16,0.02,0.01767,0.002,0.069
2012,6,"Border US+Canada",17,0.243,0.03934,0.169,0.321
2012,6,"Total USA",18,0.978,0.01895,0.928,0.998
2012,6,"Total Canada",19,0.022,0.01894,0.002,0.071
2012,7,"Total Summer",2,0.213,0.03908,0.141,0.293
2012,7,"Lower Summer",4,0.101,0.03703,0.024,0.167
2012,7,"Middle Summer",5,0.113,0.04962,0.032,0.225
2012,7,"UppKoy+Main",7,0.079,0.06638,0,0.223
2012,7,"Tanana Summer",8,0.033,0.03777,0,0.116
2012,7,"Total Fall",9,0.787,0.03909,0.707,0.859
2012,7,"Tanana Fall",10,0.05,0.02921,0.001,0.114
2012,7,"Border US",11,0.497,0.06225,0.374,0.617
2012,7,"Border CA",12,0.157,0.05465,0.058,0.271
2012,7,"Porcupine CA",13,0.002,0.0089,0,0.028
2012,7,"Mainstem CA",14,0.155,0.05415,0.058,0.268
2012,7,"Upper Canada",1,0.083,0.01783,0.051,0.12
2012,7,"White UC",3,0.082,0.01772,0.051,0.119
2012,7,"Teslin UC",6,0.001,0.00218,0,0.007
2012,7,"Fall US",15,0.546,0.06559,0.418,0.674
2012,7,"Mainstem+Upper CA",16,0.238,0.05593,0.135,0.353
2012,7,"Border US+Canada",17,0.737,0.03864,0.659,0.81
2012,7,"Total USA",18,0.76,0.05635,0.645,0.863
2012,7,"Total Canada",19,0.24,0.05635,0.137,0.355
2012,8,"Total Summer",2,0.111,0.03101,0.058,0.177
2012,8,"Lower Summer",4,0.063,0.02257,0.02,0.109
2012,8,"Middle Summer",5,0.047,0.03256,0,0.12
2012,8,"UppKoy+Main",7,0.043,0.03328,0,0.118
2012,8,"Tanana Summer",8,0.004,0.00983,0,0.036
2012,8,"Total Fall",9,0.889,0.03101,0.823,0.942
2012,8,"Tanana Fall",10,0.161,0.03258,0.1,0.227
2012,8,"Border US",11,0.307,0.05977,0.197,0.429
2012,8,"Border CA",12,0.231,0.05685,0.123,0.345
2012,8,"Porcupine CA",13,0.04,0.04704,0,0.147
2012,8,"Mainstem CA",14,0.191,0.05899,0.082,0.313
2012,8,"Upper Canada",1,0.19,0.02566,0.142,0.242
2012,8,"White UC",3,0.19,0.02564,0.142,0.242
2012,8,"Teslin UC",6,0,0.00124,0,0.002
2012,8,"Fall US",15,0.468,0.06275,0.346,0.593
2012,8,"Mainstem+Upper CA",16,0.381,0.06227,0.268,0.506
2012,8,"Border US+Canada",17,0.728,0.03871,0.649,0.8
2012,8,"Total USA",18,0.579,0.05837,0.464,0.692
2012,8,"Total Canada",19,0.421,0.05837,0.309,0.536
2012,9,"Total Summer",2,0.018,0.01372,0.002,0.055
2012,9,"Lower Summer",4,0.011,0.00806,0.001,0.031
2012,9,"Middle Summer",5,0.007,0.01147,0,0.042
2012,9,"UppKoy+Main",7,0.005,0.00987,0,0.036
2012,9,"Tanana Summer",8,0.002,0.00618,0,0.022
2012,9,"Total Fall",9,0.982,0.01372,0.945,0.998
2012,9,"Tanana Fall",10,0.415,0.04015,0.336,0.495
2012,9,"Border US",11,0.316,0.04533,0.23,0.406
2012,9,"Border CA",12,0.125,0.03659,0.058,0.201
2012,9,"Porcupine CA",13,0.003,0.01057,0,0.037
2012,9,"Mainstem CA",14,0.122,0.0364,0.057,0.198
2012,9,"Upper Canada",1,0.125,0.0233,0.083,0.172
2012,9,"White UC",3,0.114,0.02109,0.076,0.158
2012,9,"Teslin UC",6,0.011,0.01023,0,0.035
2012,9,"Fall US",15,0.732,0.0406,0.649,0.807
2012,9,"Mainstem+Upper CA",16,0.247,0.03922,0.175,0.327
2012,9,"Border US+Canada",17,0.566,0.04056,0.485,0.644
2012,9,"Total USA",18,0.75,0.03956,0.67,0.823
2012,9,"Total Canada",19,0.25,0.03956,0.177,0.33
2012,10,"Total Summer",2,0.091,0.04121,0.022,0.177
2012,10,"Lower Summer",4,0.027,0.01642,0.003,0.066
2012,10,"Middle Summer",5,0.064,0.04495,0,0.153
2012,10,"UppKoy+Main",7,0.062,0.04477,0,0.152
2012,10,"Tanana Summer",8,0.002,0.0058,0,0.018
2012,10,"Total Fall",9,0.909,0.04122,0.823,0.978
2012,10,"Tanana Fall",10,0.643,0.04694,0.548,0.731
2012,10,"Border US",11,0.116,0.04598,0.043,0.222
2012,10,"Border CA",12,0.057,0.04019,0,0.145
2012,10,"Porcupine CA",13,0.001,0.00674,0,0.018
2012,10,"Mainstem CA",14,0.056,0.04013,0,0.144
2012,10,"Upper Canada",1,0.093,0.02354,0.053,0.143
2012,10,"White UC",3,0.075,0.02036,0.041,0.119
2012,10,"Teslin UC",6,0.018,0.01223,0.002,0.048
2012,10,"Fall US",15,0.759,0.05711,0.647,0.869
2012,10,"Mainstem+Upper CA",16,0.149,0.0436,0.074,0.243
2012,10,"Border US+Canada",17,0.267,0.04798,0.178,0.364
2012,10,"Total USA",18,0.849,0.04361,0.755,0.925
2012,10,"Total Canada",19,0.151,0.04361,0.075,0.244
