Year,Strata_TimeID,Strata,Report_Group,grpID,Mean,SD,95CIL,95CIU
2004,5,5,Total Canada,19,0.324,0.0738,0.1811,0.4742
2004,6,6,Total Summer,2,0.0289,0.0436,0,0.16
2004,6,6,Lower Summer,4,0.0245,0.0426,0,0.1557
2004,6,6,Tanana Summer,8,0.0044,0.0126,0,0.0428
2004,6,6,Total Fall,9,0.971,0.0436,0.8399,0.9999
2004,6,6,Tanana Fall,10,0.5783,0.0701,0.438,0.7119
2004,6,6,Border US,11,0.251,0.1038,0.0046,0.4322
2004,6,6,Border CA,12,0.0849,0.1012,0,0.3303
2004,6,6,Porcupine CA,13,0.0044,0.015,0,0.0507
2004,6,6,Mainstem CA,14,0.0805,0.1012,0,0.327
2004,6,6,Upper Canada,1,0.0567,0.0259,0.0135,0.1139
2004,6,6,White UC,3,0.054,0.0244,0.0126,0.1074
2004,6,6,Teslin UC,6,0.0026,0.009,0,0.0315
2004,6,6,Fall US,15,0.8294,0.1119,0.5593,0.9685
2004,6,6,Mainstem+Upper CA,16,0.1372,0.1043,0.0198,0.3878
2004,6,6,Border US+Canada,17,0.3927,0.0735,0.2483,0.537
2004,6,6,Total USA,18,0.8583,0.1042,0.6078,0.9787
2004,6,6,Total Canada,19,0.1416,0.1042,0.0212,0.3921
2005,7,1,Total Summer,2,0.9862,0.0139,0.9507,0.9999
2005,7,1,Lower Summer,4,0.8917,0.0394,0.8168,0.9833
2005,7,1,Tanana Summer,8,0.0945,0.038,0,0.1664
2005,7,1,Total Fall,9,0.0137,0.0139,0,0.0492
2005,7,1,Tanana Fall,10,0.0025,0.0062,0,0.0216
2005,7,1,Border US,11,0.002,0.0051,0,0.017
2005,7,1,Border CA,12,0.0039,0.0072,0,0.0255
2005,7,1,Porcupine CA,13,0.0003,0.0016,0,0.0037
2005,7,1,Mainstem CA,14,0.0035,0.007,0,0.0249
2005,7,1,Upper Canada,1,0.0053,0.0094,0,0.0328
2005,7,1,White UC,3,0.005,0.0092,0,0.0324
2005,7,1,Teslin UC,6,0.0003,0.0016,0,0.0037
2005,7,1,Fall US,15,0.0045,0.008,0,0.0283
2005,7,1,Mainstem+Upper CA,16,0.0089,0.0115,0,0.04
2005,7,1,Border US+Canada,17,0.0112,0.0125,0,0.0442
2005,7,1,Total USA,18,0.9907,0.0116,0.9594,1
2005,7,1,Total Canada,19,0.0092,0.0116,0,0.0405
2005,8,2,Total Summer,2,0.6086,0.0472,0.517,0.702
2005,8,2,Lower Summer,4,0.5081,0.0513,0.408,0.611
2005,8,2,Tanana Summer,8,0.1005,0.0379,0.033,0.18
2005,8,2,Total Fall,9,0.3913,0.0472,0.2989,0.483
2005,8,2,Tanana Fall,10,0.005,0.0105,0,0.037
2005,8,2,Border US,11,0.2446,0.0537,0.144,0.356
2005,8,2,Border CA,12,0.0955,0.0376,0.026,0.173
2005,8,2,Porcupine CA,13,0.0899,0.0365,0.019,0.164
2005,8,2,Mainstem CA,14,0.0056,0.0124,0,0.045
2005,8,2,Upper Canada,1,0.0461,0.0188,0.016,0.089
2005,8,2,White UC,3,0.0235,0.0126,0.005,0.054
2005,8,2,Teslin UC,6,0.0225,0.0138,0.003,0.056
2005,8,2,Fall US,15,0.2495,0.0541,0.15,0.363
2005,8,2,Mainstem+Upper CA,16,0.0517,0.0221,0.018,0.104
2005,8,2,Border US+Canada,17,0.3864,0.0473,0.294,0.48
2005,8,2,Total USA,18,0.8582,0.0408,0.774,0.937
2005,8,2,Total Canada,19,0.1417,0.0408,0.063,0.225
2005,9,3,Total Summer,2,0.4035,0.0564,0.2959,0.517
2005,9,3,Lower Summer,4,0.3252,0.0519,0.23,0.434
2005,9,3,Tanana Summer,8,0.0782,0.0436,0,0.166
2005,9,3,Total Fall,9,0.5964,0.0564,0.482,0.704
2005,9,3,Tanana Fall,10,0.0726,0.0388,0,0.158
2005,9,3,Border US,11,0.3254,0.0739,0.1839,0.473
2005,9,3,Border CA,12,0.1707,0.0531,0.074,0.285
2005,9,3,Porcupine CA,13,0.147,0.0481,0.056,0.245
2005,9,3,Mainstem CA,14,0.0238,0.034,0,0.118
2005,9,3,Upper Canada,1,0.0275,0.0186,0.004,0.077
2005,9,3,White UC,3,0.0214,0.0127,0.003,0.052
2005,9,3,Teslin UC,6,0.0061,0.0136,0,0.05
2005,9,3,Fall US,15,0.3979,0.0733,0.252,0.54
2005,9,3,Mainstem+Upper CA,16,0.0513,0.0378,0.006,0.147
2005,9,3,Border US+Canada,17,0.5238,0.058,0.411,0.633
2005,9,3,Total USA,18,0.8016,0.0551,0.685,0.902
2005,9,3,Total Canada,19,0.1984,0.0551,0.097,0.315
2005,10,4,Total Summer,2,0.2578,0.0418,0.178,0.343
2005,10,4,Lower Summer,4,0.2036,0.0377,0.136,0.285
2005,10,4,Tanana Summer,8,0.0542,0.0308,0,0.119
2005,10,4,Total Fall,9,0.7421,0.0418,0.657,0.821
2005,10,4,Tanana Fall,10,0.0604,0.0423,0,0.153
2005,10,4,Border US,11,0.4619,0.0665,0.33,0.592
2005,10,4,Border CA,12,0.085,0.0486,0.001,0.192
2005,10,4,Porcupine CA,13,0.009,0.0239,0,0.092
2005,10,4,Mainstem CA,14,0.0761,0.0457,0,0.177
2005,10,4,Upper Canada,1,0.1344,0.0283,0.084,0.194
2005,10,4,White UC,3,0.1339,0.0282,0.084,0.194
2005,10,4,Teslin UC,6,0.0006,0.0027,0,0.006
2005,10,4,Fall US,15,0.5224,0.064,0.393,0.643
2005,10,4,Mainstem+Upper CA,16,0.2106,0.0525,0.116,0.32
2005,10,4,Border US+Canada,17,0.6815,0.0537,0.5729,0.78
2005,10,4,Total USA,18,0.7803,0.0548,0.663,0.877
2005,10,4,Total Canada,19,0.2196,0.0548,0.123,0.337
2005,11,5,Total Summer,2,0.0263,0.0309,0,0.108
2005,11,5,Lower Summer,4,0.0159,0.0261,0,0.094
2005,11,5,Tanana Summer,8,0.0104,0.0196,0,0.068
2005,11,5,Total Fall,9,0.9737,0.0309,0.892,1
2005,11,5,Tanana Fall,10,0.1495,0.0484,0.062,0.25
2005,11,5,Border US,11,0.4982,0.067,0.366,0.627
2005,11,5,Border CA,12,0.1841,0.0567,0.075,0.296
2005,11,5,Porcupine CA,13,0.0021,0.0079,0,0.026
2005,11,5,Mainstem CA,14,0.1821,0.0562,0.074,0.292
2005,11,5,Upper Canada,1,0.1416,0.0343,0.08,0.215
2005,11,5,White UC,3,0.1178,0.0297,0.066,0.18
2005,11,5,Teslin UC,6,0.0237,0.0181,0,0.068
2005,11,5,Fall US,15,0.6477,0.0628,0.5199,0.769
2005,11,5,Mainstem+Upper CA,16,0.3238,0.0579,0.2119,0.439
2005,11,5,Border US+Canada,17,0.8241,0.052,0.716,0.919
2005,11,5,Total USA,18,0.6741,0.0583,0.5579,0.787
2005,11,5,Total Canada,19,0.3258,0.0583,0.213,0.442
2005,12,6,Total Summer,2,0.0497,0.0376,0.005,0.147
2005,12,6,Lower Summer,4,0.0486,0.0376,0.004,0.146
2005,12,6,Tanana Summer,8,0.0012,0.0044,0,0.012
2005,12,6,Total Fall,9,0.9502,0.0376,0.853,0.995
2005,12,6,Tanana Fall,10,0.4411,0.0573,0.329,0.554
2005,12,6,Border US,11,0.3342,0.0645,0.213,0.466
2005,12,6,Border CA,12,0.0632,0.0438,0,0.157
2005,12,6,Porcupine CA,13,0.0033,0.0126,0,0.044
2005,12,6,Mainstem CA,14,0.0599,0.0425,0,0.151
2005,12,6,Upper Canada,1,0.1115,0.0285,0.061,0.172
2005,12,6,White UC,3,0.092,0.0247,0.049,0.144
2005,12,6,Teslin UC,6,0.0194,0.0143,0,0.055
2005,12,6,Fall US,15,0.7753,0.0572,0.653,0.875
2005,12,6,Mainstem+Upper CA,16,0.1715,0.0483,0.085,0.272
2005,12,6,Border US+Canada,17,0.5091,0.059,0.391,0.624
2005,12,6,Total USA,18,0.8251,0.0491,0.723,0.913
2005,12,6,Total Canada,19,0.1748,0.0491,0.087,0.277
2006,13,1,Total Summer,2,0.9896,0.0132,0.952,1
2006,13,1,Lower Summer,4,0.905,0.0379,0.826,0.976
2006,13,1,Tanana Summer,8,0.0839,0.0359,0.014,0.158
2006,13,1,Total Fall,9,0.0103,0.0132,0,0.047
2006,13,1,Tanana Fall,10,0.0036,0.009,0,0.031
2006,13,1,Border US,11,0.0027,0.007,0,0.022
2006,13,1,Border CA,12,0.0032,0.0064,0,0.023
2006,13,1,Porcupine CA,13,0.0008,0.0032,0,0.01
2006,13,1,Mainstem CA,14,0.0024,0.0057,0,0.02
2006,13,1,Upper Canada,1,0.0011,0.0029,0,0.01
2006,13,1,White UC,3,0.0007,0.0021,0,0.007
2006,13,1,Teslin UC,6,0.0004,0.0018,0,0.005
2006,13,1,Fall US,15,0.0062,0.0113,0,0.04
2006,13,1,Mainstem+Upper CA,16,0.0034,0.0063,0,0.022
2006,13,1,Border US+Canada,17,0.0067,0.0098,0,0.034
2006,13,1,Total USA,18,0.9957,0.007,0.975,1
2006,13,1,Total Canada,19,0.0042,0.007,0,0.024
2006,14,2,Total Summer,2,0.8884,0.0447,0.7919,0.964
2006,14,2,Lower Summer,4,0.8363,0.056,0.724,0.94
2006,14,2,Tanana Summer,8,0.052,0.0418,0,0.143
2006,14,2,Total Fall,9,0.1115,0.0447,0.036,0.208
2006,14,2,Tanana Fall,10,0.0295,0.0341,0,0.112
2006,14,2,Border US,11,0.0284,0.0314,0,0.106
2006,14,2,Border CA,12,0.0374,0.0256,0,0.092
2006,14,2,Porcupine CA,13,0.0111,0.0183,0,0.061
2006,14,2,Mainstem CA,14,0.0263,0.0258,0,0.086
2006,14,2,Upper Canada,1,0.016,0.0111,0.001,0.043
2006,14,2,White UC,3,0.0155,0.0107,0.001,0.042
2006,14,2,Teslin UC,6,0.0006,0.0028,0,0.006
2006,14,2,Fall US,15,0.0579,0.0446,0,0.16
2006,14,2,Mainstem+Upper CA,16,0.0424,0.0277,0.004,0.105
2006,14,2,Border US+Canada,17,0.0819,0.0335,0.027,0.157
2006,14,2,Total USA,18,0.9464,0.0276,0.887,0.992
2006,14,2,Total Canada,19,0.0535,0.0276,0.008,0.113
2006,15,3,Total Summer,2,0.4865,0.0506,0.388,0.587
2006,15,3,Lower Summer,4,0.3896,0.0573,0.289,0.509
2006,15,3,Tanana Summer,8,0.0968,0.0396,0.028,0.182
2006,15,3,Total Fall,9,0.5134,0.0506,0.413,0.612
2006,15,3,Tanana Fall,10,0.0044,0.0113,0,0.039
2006,15,3,Border US,11,0.4005,0.0725,0.261,0.54
2006,15,3,Border CA,12,0.0787,0.0571,0,0.195
2006,15,3,Porcupine CA,13,0.0637,0.0545,0,0.171
2006,15,3,Mainstem CA,14,0.0151,0.0228,0,0.079
2006,15,3,Upper Canada,1,0.0295,0.016,0.006,0.069
2006,15,3,White UC,3,0.0261,0.0135,0.006,0.058
2006,15,3,Teslin UC,6,0.0034,0.009,0,0.033
2006,15,3,Fall US,15,0.4049,0.0728,0.265,0.545
2006,15,3,Mainstem+Upper CA,16,0.0446,0.028,0.009,0.115
2006,15,3,Border US+Canada,17,0.509,0.0504,0.409,0.605
2006,15,3,Total USA,18,0.8916,0.0589,0.771,0.984
2006,15,3,Total Canada,19,0.1084,0.0589,0.016,0.229
2006,16,4,Total Summer,2,0.6616,0.0468,0.568,0.751
2006,16,4,Lower Summer,4,0.508,0.0553,0.406,0.621
2006,16,4,Tanana Summer,8,0.1535,0.0417,0.078,0.239
2006,16,4,Total Fall,9,0.3383,0.0468,0.249,0.432
2006,16,4,Tanana Fall,10,0.0027,0.0074,0,0.026
2006,16,4,Border US,11,0.2258,0.0528,0.128,0.332
2006,16,4,Border CA,12,0.0613,0.0392,0,0.143
2006,16,4,Porcupine CA,13,0.0048,0.0147,0,0.054
2006,16,4,Mainstem CA,14,0.0565,0.0397,0,0.137
2006,16,4,Upper Canada,1,0.0483,0.0222,0.014,0.099
2006,16,4,White UC,3,0.04,0.0181,0.011,0.08
2006,16,4,Teslin UC,6,0.0082,0.0125,0,0.043
2006,16,4,Fall US,15,0.2284,0.053,0.129,0.338
2006,16,4,Mainstem+Upper CA,16,0.1049,0.0394,0.035,0.186
2006,16,4,Border US+Canada,17,0.3356,0.0465,0.247,0.428
2006,16,4,Total USA,18,0.8902,0.0393,0.807,0.961
2006,16,4,Total Canada,19,0.1097,0.0393,0.039,0.192
2006,17,5,Total Summer,2,0.1144,0.0366,0.057,0.202
2006,17,5,Lower Summer,4,0.113,0.0363,0.057,0.2
2006,17,5,Tanana Summer,8,0.0015,0.0053,0,0.016
2006,17,5,Total Fall,9,0.8855,0.0366,0.798,0.942
2006,17,5,Tanana Fall,10,0.1363,0.0525,0.0269,0.239
2006,17,5,Border US,11,0.4248,0.0913,0.248,0.606
2006,17,5,Border CA,12,0.243,0.0773,0.102,0.398
2006,17,5,Porcupine CA,13,0.0254,0.0438,0,0.148
2006,17,5,Mainstem CA,14,0.2175,0.0682,0.09,0.358
2006,17,5,Upper Canada,1,0.0811,0.0285,0.032,0.142
2006,17,5,White UC,3,0.08,0.0282,0.032,0.14
2006,17,5,Teslin UC,6,0.0011,0.0045,0,0.013
2006,17,5,Fall US,15,0.5612,0.0798,0.399,0.71
2006,17,5,Mainstem+Upper CA,16,0.2987,0.0715,0.165,0.441
2006,17,5,Border US+Canada,17,0.749,0.0553,0.636,0.855
2006,17,5,Total USA,18,0.6758,0.0802,0.515,0.824
2006,17,5,Total Canada,19,0.3241,0.0802,0.176,0.485
2006,18,6,Total Summer,2,0.22,0.0566,0.117,0.338
2006,18,6,Lower Summer,4,0.1943,0.0622,0.083,0.322
2006,18,6,Tanana Summer,8,0.0257,0.0351,0,0.12
2006,18,6,Total Fall,9,0.7799,0.0566,0.6619,0.883
2006,18,6,Tanana Fall,10,0.0521,0.0595,0,0.194
2006,18,6,Border US,11,0.2646,0.1071,0.048,0.474
2006,18,6,Border CA,12,0.2576,0.0922,0.081,0.446
2006,18,6,Porcupine CA,13,0.0033,0.0144,0,0.041
2006,18,6,Mainstem CA,14,0.2544,0.0923,0.0779,0.444
2006,18,6,Upper Canada,1,0.2054,0.0425,0.128,0.294
2006,18,6,White UC,3,0.2023,0.0411,0.127,0.288
2006,18,6,Teslin UC,6,0.0031,0.0101,0,0.036
2006,18,6,Fall US,15,0.3167,0.1044,0.112,0.526
2006,18,6,Mainstem+Upper CA,16,0.4598,0.095,0.274,0.65
2006,18,6,Border US+Canada,17,0.7278,0.0734,0.571,0.855
2006,18,6,Total USA,18,0.5368,0.0949,0.349,0.724
2006,18,6,Total Canada,19,0.4631,0.0949,0.2759,0.651
2006,19,7,Total Summer,2,0.0361,0.0195,0.007,0.081
2006,19,7,Lower Summer,4,0.0317,0.0178,0.005,0.074
2006,19,7,Tanana Summer,8,0.0044,0.0097,0,0.034
2006,19,7,Total Fall,9,0.9638,0.0195,0.919,0.993
2006,19,7,Tanana Fall,10,0.234,0.0467,0.147,0.327
2006,19,7,Border US,11,0.4331,0.0578,0.323,0.545
2006,19,7,Border CA,12,0.0887,0.0464,0.003,0.188
2006,19,7,Porcupine CA,13,0.0011,0.0046,0,0.013
2006,19,7,Mainstem CA,14,0.0877,0.0464,0.002,0.187
2006,19,7,Upper Canada,1,0.2079,0.0358,0.141,0.282
2006,19,7,White UC,3,0.1869,0.0315,0.129,0.251
2006,19,7,Teslin UC,6,0.0209,0.0189,0,0.066
2006,19,7,Fall US,15,0.667,0.0541,0.556,0.768
2006,19,7,Mainstem+Upper CA,16,0.2956,0.052,0.2,0.403
2006,19,7,Border US+Canada,17,0.7298,0.047,0.636,0.817
2006,19,7,Total USA,18,0.7033,0.052,0.596,0.798
2006,19,7,Total Canada,19,0.2966,0.052,0.201,0.404
2006,20,8,Total Summer,2,0.0286,0.0143,0.007,0.062
2006,20,8,Lower Summer,4,0.0279,0.014,0.007,0.061
2006,20,8,Tanana Summer,8,0.0008,0.0025,0,0.008
2006,20,8,Total Fall,9,0.9714,0.0143,0.938,0.993
2006,20,8,Tanana Fall,10,0.3417,0.0476,0.249,0.438
2006,20,8,Border US,11,0.2858,0.065,0.16,0.417
2006,20,8,Border CA,12,0.2296,0.0598,0.12,0.351
2006,20,8,Porcupine CA,13,0.0211,0.0377,0,0.128
2006,20,8,Mainstem CA,14,0.2085,0.0633,0.089,0.335
2006,20,8,Upper Canada,1,0.1139,0.0258,0.069,0.169
2006,20,8,White UC,3,0.1134,0.0257,0.068,0.168
2006,20,8,Teslin UC,6,0.0005,0.0023,0,0.006
2006,20,8,Fall US,15,0.6276,0.062,0.503,0.743
2006,20,8,Mainstem+Upper CA,16,0.3225,0.0661,0.194,0.453
2006,20,8,Border US+Canada,17,0.6295,0.0482,0.534,0.722
2006,20,8,Total USA,18,0.6563,0.0619,0.533,0.772
2006,20,8,Total Canada,19,0.3436,0.0619,0.227,0.466
2006,21,9,Total Summer,2,0.0149,0.0172,0,0.062
2006,21,9,Lower Summer,4,0.0067,0.0104,0,0.038
2006,21,9,Tanana Summer,8,0.0082,0.0142,0,0.05
2006,21,9,Total Fall,9,0.985,0.0172,0.938,1
2006,21,9,Tanana Fall,10,0.5364,0.0574,0.428,0.649
2006,21,9,Border US,11,0.1227,0.0548,0.027,0.239
2006,21,9,Border CA,12,0.1687,0.0607,0.061,0.295
2006,21,9,Porcupine CA,13,0.0307,0.0519,0,0.172
2006,21,9,Mainstem CA,14,0.138,0.0665,0.006,0.272
2006,21,9,Upper Canada,1,0.157,0.0365,0.092,0.235
2006,21,9,White UC,3,0.1535,0.0351,0.09,0.229
2006,21,9,Teslin UC,6,0.0035,0.0102,0,0.038
2006,21,9,Fall US,15,0.6592,0.0655,0.527,0.785
2006,21,9,Mainstem+Upper CA,16,0.295,0.0718,0.15,0.434
2006,21,9,Border US+Canada,17,0.4486,0.057,0.337,0.558
2006,21,9,Total USA,18,0.6742,0.0644,0.5429,0.795
2006,21,9,Total Canada,19,0.3257,0.0644,0.205,0.457
2007,22,1,Total Summer,2,0.9945,0.0071,0.975,1
2007,22,1,Lower Summer,4,0.9815,0.0216,0.921,1
2007,22,1,Tanana Summer,8,0.0123,0.0205,0,0.071
2007,22,1,Total Fall,9,0.0054,0.0071,0,0.025
2007,22,1,Tanana Fall,10,0.001,0.0025,0,0.008
2007,22,1,Border US,11,0.0018,0.0046,0,0.015
2007,22,1,Border CA,12,0.0023,0.0045,0,0.017
2007,22,1,Porcupine CA,13,0.0003,0.0013,0,0.003
2007,22,1,Mainstem CA,14,0.002,0.0043,0,0.016
2007,22,1,Upper Canada,1,0.0007,0.0019,0,0.006
2007,22,1,White UC,3,0.0005,0.0013,0,0.004
2007,22,1,Teslin UC,6,0.0003,0.0013,0,0.003
2007,22,1,Fall US,15,0.0026,0.0052,0,0.018
2007,22,1,Mainstem+Upper CA,16,0.0026,0.0047,0,0.017
2007,22,1,Border US+Canada,17,0.0045,0.0067,0,0.024
2007,22,1,Total USA,18,0.997,0.0049,0.982,1
2007,22,1,Total Canada,19,0.0029,0.0049,0,0.018
2007,23,2,Total Summer,2,0.9594,0.0218,0.91,0.994
2007,23,2,Lower Summer,4,0.9087,0.0349,0.838,0.978
2007,23,2,Tanana Summer,8,0.0504,0.0309,0,0.118
2007,23,2,Total Fall,9,0.0405,0.0218,0.006,0.089
2007,23,2,Tanana Fall,10,0.0028,0.0076,0,0.027
2007,23,2,Border US,11,0.0149,0.0199,0,0.067
2007,23,2,Border CA,12,0.0178,0.018,0,0.06
2007,23,2,Porcupine CA,13,0.0009,0.0037,0,0.011
2007,23,2,Mainstem CA,14,0.0169,0.0179,0,0.059
2007,23,2,Upper Canada,1,0.005,0.0062,0,0.022
2007,23,2,White UC,3,0.0043,0.0055,0,0.019
2007,23,2,Teslin UC,6,0.0008,0.0028,0,0.009
2007,23,2,Fall US,15,0.0177,0.0212,0,0.072
2007,23,2,Mainstem+Upper CA,16,0.0219,0.0182,0,0.065
2007,23,2,Border US+Canada,17,0.0378,0.0207,0.005,0.085
2007,23,2,Total USA,18,0.9771,0.0183,0.934,0.999
2007,23,2,Total Canada,19,0.0228,0.0183,0,0.066
2007,24,3,Total Summer,2,0.8644,0.0397,0.78,0.934
2007,24,3,Lower Summer,4,0.6651,0.0589,0.558,0.792
2007,24,3,Tanana Summer,8,0.1992,0.0574,0.086,0.312
2007,24,3,Total Fall,9,0.1355,0.0397,0.065,0.22
2007,24,3,Tanana Fall,10,0.0092,0.017,0,0.061
2007,24,3,Border US,11,0.0719,0.0473,0,0.168
2007,24,3,Border CA,12,0.0417,0.0369,0,0.126
2007,24,3,Porcupine CA,13,0.0021,0.008,0,0.027
2007,24,3,Mainstem CA,14,0.0397,0.0369,0,0.124
2007,24,3,Upper Canada,1,0.0126,0.0116,0,0.041
2007,24,3,White UC,3,0.0108,0.0098,0,0.035
2007,24,3,Teslin UC,6,0.0017,0.006,0,0.022
2007,24,3,Fall US,15,0.081,0.0494,0,0.182
2007,24,3,Mainstem+Upper CA,16,0.0523,0.0364,0.003,0.135
2007,24,3,Border US+Canada,17,0.1263,0.0384,0.0589,0.209
2007,24,3,Total USA,18,0.9456,0.0364,0.864,0.996
2007,24,3,Total Canada,19,0.0543,0.0364,0.004,0.136
2007,25,4,Total Summer,2,0.4218,0.0814,0.256,0.575
2007,25,4,Lower Summer,4,0.3772,0.092,0.183,0.546
2007,25,4,Tanana Summer,8,0.0446,0.055,0,0.18
2007,25,4,Total Fall,9,0.5781,0.0814,0.4259,0.743
2007,25,4,Tanana Fall,10,0.0418,0.0377,0,0.128
2007,25,4,Border US,11,0.1972,0.0811,0.052,0.372
2007,25,4,Border CA,12,0.2075,0.0608,0.095,0.331
2007,25,4,Porcupine CA,13,0.0051,0.0157,0,0.06
2007,25,4,Mainstem CA,14,0.2024,0.0597,0.091,0.323
2007,25,4,Upper Canada,1,0.1313,0.0271,0.083,0.189
2007,25,4,White UC,3,0.1309,0.0271,0.083,0.188
2007,25,4,Teslin UC,6,0.0004,0.0019,0,0.004
